,symbol,metric,value
2114,LMT,Bid,332.25 x 900
2115,LMT,Ask,335.00 x 900
2116,LMT,Day's Range,330.34 - 334.38
2117,LMT,52 Week Range,319.81 - 396.99
2118,LMT,Volume,"1,418,042"
2119,LMT,Avg. Volume,"1,573,606"
2120,L,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2121,LOW,Previous Close,250.39
2122,LOW,Open,252.52
2123,LOW,Bid,248.48 x 800
2124,LOW,Ask,249.62 x 1200
2125,LOW,Day's Range,247.07 - 253.85
2126,LOW,52 Week Range,149.31 - 256.39
2127,LOW,Volume,"3,965,933"
2128,LOW,Avg. Volume,"3,170,241"
2129,LUMN,Previous Close,12.29
2130,LUMN,Open,12.37
2131,LUMN,Bid,12.34 x 2900
2132,LUMN,Ask,12.60 x 4000
2133,LUMN,Day's Range,12.28 - 12.58
2134,LUMN,52 Week Range,9.66 - 16.60
2135,LUMN,Volume,"9,031,291"
2136,LUMN,Avg. Volume,"10,729,204"
2137,LYB,Previous Close,85.58
2138,LYB,Open,86.16
2139,LYB,Bid,86.97 x 800
2140,LYB,Ask,87.87 x 1400
2141,LYB,Day's Range,86.08 - 88.16
2142,LYB,52 Week Range,84.06 - 118.02
2143,LYB,Volume,"3,270,534"
2144,LYB,Avg. Volume,"2,228,839"
2145,MTB,Previous Close,150.72
2146,MTB,Open,150.56
2147,MTB,Bid,143.80 x 800
2148,MTB,Ask,146.84 x 900
2149,MTB,Day's Range,145.79 - 150.90
2150,MTB,52 Week Range,119.89 - 168.27
2151,MTB,Volume,"879,855"
2152,MTB,Avg. Volume,"952,850"
2153,MRO,Previous Close,15.58
2154,MRO,Open,15.83
2155,MRO,Bid,15.30 x 1800
2156,MRO,Ask,15.32 x 800
2157,MRO,Day's Range,15.17 - 15.99
2158,MRO,52 Week Range,6.27 - 17.59
2159,MRO,Volume,"17,901,273"
2160,MRO,Avg. Volume,"18,222,652"
2161,MPC,Previous Close,63.33
2162,MPC,Open,64.19
2163,MPC,Bid,61.73 x 1000
2164,MPC,Ask,61.57 x 900
2165,MPC,Day's Range,61.37 - 64.24
2166,MPC,52 Week Range,38.30 - 68.78
2167,MPC,Volume,"7,253,801"
2168,MPC,Avg. Volume,"6,356,785"
2169,MKTX,Previous Close,366.83
2170,MKTX,Open,367.43
2171,MKTX,Bid,358.75 x 900
2172,MKTX,Ask,360.02 x 900
2173,MKTX,Day's Range,359.58 - 368.56
2174,MKTX,52 Week Range,359.58 - 601.42
2175,MKTX,Volume,"277,189"
2176,MKTX,Avg. Volume,"222,242"
2177,MAR,Previous Close,151.12
2178,MAR,Open,151.57
2179,MAR,Bid,147.07 x 1000
2180,MAR,Ask,151.01 x 1000
2181,MAR,Day's Range,146.80 - 152.21
2182,MAR,52 Week Range,115.50 - 171.68
2183,MAR,Volume,"3,082,025"
2184,MAR,Avg. Volume,"2,151,388"
2185,MMC,Previous Close,167.50
2186,MMC,Open,168.15
2187,MMC,Bid,169.16 x 1200
2188,MMC,Ask,169.28 x 800
2189,MMC,Day's Range,166.96 - 169.60
2190,MMC,52 Week Range,106.95 - 171.13
2191,MMC,Volume,"1,393,389"
2192,MMC,Avg. Volume,"1,811,256"
2193,MLM,Previous Close,414.92
2194,MLM,Open,417.80
2195,MLM,Bid,421.04 x 800
2196,MLM,Ask,421.45 x 1300
2197,MLM,Day's Range,415.75 - 421.67
2198,MLM,52 Week Range,258.18 - 435.62
2199,MLM,Volume,"77,861"
2200,MLM,Avg. Volume,"323,604"
2201,MAS,Previous Close,66.71
2202,MAS,Open,66.50
2203,MAS,Bid,67.20 x 900
2204,MAS,Ask,67.20 x 800
2205,MAS,Day's Range,66.21 - 67.38
2206,MAS,52 Week Range,51.53 - 68.54
2207,MAS,Volume,"445,844"
2208,MAS,Avg. Volume,"1,840,665"
2209,MA,Previous Close,320.20
2210,MA,Open,320.24
2211,MA,Bid,322.12 x 900
2212,MA,Ask,322.59 x 1100
2213,MA,Day's Range,314.00 - 322.68
2214,MA,52 Week Range,306.00 - 401.50
2215,MA,Volume,"4,590,538"
2216,MA,Avg. Volume,"4,950,046"
2217,MTCH,Previous Close,134.08
2218,MTCH,Open,133.03
2219,MTCH,Bid,0.00 x 900
2220,MTCH,Ask,0.00 x 800
2221,MTCH,Day's Range,129.14 - 133.94
2222,MTCH,52 Week Range,129.14 - 182.00
2223,MTCH,Volume,"3,124,629"
2224,MTCH,Avg. Volume,"4,273,967"
2225,MKC,Previous Close,87.01
2226,MKC,Open,87.63
2227,MKC,Bid,88.25 x 800
2228,MKC,Ask,88.27 x 800
2229,MKC,Day's Range,87.10 - 88.57
2230,MKC,52 Week Range,77.85 - 98.80
2231,MKC,Volume,"1,129,919"
2232,MKC,Avg. Volume,"1,265,563"
2233,MCD,Previous Close,248.80
2234,MCD,Open,250.32
2235,MCD,Bid,249.40 x 800
2236,MCD,Ask,249.18 x 1000
2237,MCD,Day's Range,247.57 - 250.68
2238,MCD,52 Week Range,202.73 - 257.79
2239,MCD,Volume,"2,720,762"
2240,MCD,Avg. Volume,"2,688,766"
2241,MCK,Previous Close,222.80
2242,MCK,Open,221.91
2243,MCK,Bid,219.50 x 800
2244,MCK,Ask,219.92 x 800
2245,MCK,Day's Range,218.67 - 222.88
2246,MCK,52 Week Range,169.09 - 229.13
2247,MCK,Volume,"338,497"
2248,MCK,Avg. Volume,"808,241"
2249,MDT,Previous Close,107.28
2250,MDT,Open,107.62
2251,MDT,Bid,106.00 x 800
2252,MDT,Ask,106.91 x 900
2253,MDT,Day's Range,105.91 - 108.50
2254,MDT,52 Week Range,105.02 - 135.89
2255,MDT,Volume,"6,403,589"
2256,MDT,Avg. Volume,"5,019,390"
2257,MRK,Previous Close,73.89
2258,MRK,Open,74.09
2259,MRK,Bid,73.22 x 1800
2260,MRK,Ask,73.34 x 1200
2261,MRK,Day's Range,72.66 - 74.25
2262,MRK,52 Week Range,68.44 - 91.40
2263,MRK,Volume,"13,337,884"
2264,MRK,Avg. Volume,"16,667,671"
2265,FB,Previous Close,310.39
2266,FB,Open,313.73
2267,FB,Bid,306.40 x 800
2268,FB,Ask,306.50 x 900
2269,FB,Day's Range,299.51 - 313.75
2270,FB,52 Week Range,244.61 - 384.33
2271,FB,Volume,"26,256,074"
2272,FB,Avg. Volume,"22,392,782"
2273,MET,Previous Close,59.33
2274,MET,Open,59.79
2275,MET,Bid,59.20 x 1000
2276,MET,Ask,59.21 x 900
2277,MET,Day's Range,58.93 - 60.03
2278,MET,52 Week Range,44.62 - 67.68
2279,MET,Volume,"5,525,095"
2280,MET,Avg. Volume,"4,859,990"
2281,MTD,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2282,MGM,Previous Close,41.23
2283,MGM,Open,40.89
2284,MGM,Bid,40.22 x 800
2285,MGM,Ask,40.29 x 800
2286,MGM,Day's Range,39.69 - 41.21
2287,MGM,52 Week Range,27.81 - 51.17
2288,MGM,Volume,"6,388,247"
2289,MGM,Avg. Volume,"6,844,067"
2290,MCHP,Previous Close,84.24
2291,MCHP,Open,85.84
2292,MCHP,Bid,84.62 x 900
2293,MCHP,Ask,85.24 x 900
2294,MCHP,Day's Range,84.22 - 87.25
2295,MCHP,52 Week Range,64.53 - 88.93
2296,MCHP,Volume,"5,530,735"
2297,MCHP,Avg. Volume,"3,970,012"
2298,MU,Previous Close,82.88
2299,MU,Open,83.71
2300,MU,Bid,81.65 x 1400
2301,MU,Ask,81.68 x 1100
2302,MU,Day's Range,80.64 - 84.42
2303,MU,52 Week Range,65.67 - 96.96
2304,MU,Volume,"19,134,195"
2305,MU,Avg. Volume,"18,386,144"
2306,MSFT,Previous Close,329.49
2307,MSFT,Open,331.99
2308,MSFT,Bid,322.70 x 800
2309,MSFT,Ask,322.95 x 800
2310,MSFT,Day's Range,318.03 - 332.70
2311,MSFT,52 Week Range,209.11 - 349.67
2312,MSFT,Volume,"40,852,342"
2313,MSFT,Avg. Volume,"25,159,974"
2314,MAA,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2315,MRNA,Previous Close,301.49
2316,MRNA,Open,318.09
2317,MRNA,Bid,304.80 x 900
2318,MRNA,Ask,304.80 x 1100
2319,MRNA,Day's Range,293.60 - 318.79
2320,MRNA,52 Week Range,102.66 - 497.49
2321,MRNA,Volume,"12,700,060"
2322,MRNA,Avg. Volume,"13,714,512"
2323,MHK,Previous Close,174.35
2324,MHK,Open,174.21
2325,MHK,Bid,178.10 x 800
2326,MHK,Ask,178.40 x 900
2327,MHK,Day's Range,174.00 - 178.91
2328,MHK,52 Week Range,114.51 - 231.80
2329,MHK,Volume,"457,162"
2330,MHK,Avg. Volume,"466,449"
2331,TAP,Previous Close,45.38
2332,TAP,Open,45.49
2333,TAP,Bid,45.00 x 1000
2334,TAP,Ask,46.01 x 1100
2335,TAP,Day's Range,45.31 - 45.90
2336,TAP,52 Week Range,42.46 - 61.48
2337,TAP,Volume,"1,322,604"
2338,TAP,Avg. Volume,"1,633,682"
2339,MDLZ,Previous Close,59.46
2340,MDLZ,Open,59.80
2341,MDLZ,Bid,60.24 x 1800
2342,MDLZ,Ask,60.25 x 2200
2343,MDLZ,Day's Range,59.69 - 60.57
2344,MDLZ,52 Week Range,52.91 - 65.60
2345,MDLZ,Volume,"6,956,799"
2346,MDLZ,Avg. Volume,"6,605,903"
2347,MPWR,Previous Close,561.77
2348,MPWR,Open,565.00
2349,MPWR,Bid,561.59 x 1000
2350,MPWR,Ask,563.12 x 900
2351,MPWR,Day's Range,556.14 - 565.00
2352,MPWR,52 Week Range,296.21 - 565.00
2353,MPWR,Volume,"128,230"
2354,MPWR,Avg. Volume,"322,978"
2355,MNST,Previous Close,82.96
2356,MNST,Open,83.32
2357,MNST,Bid,82.29 x 1000
2358,MNST,Ask,83.73 x 900
2359,MNST,Day's Range,82.58 - 83.83
2360,MNST,52 Week Range,80.92 - 99.89
2361,MNST,Volume,"2,411,201"
2362,MNST,Avg. Volume,"2,163,223"
2363,MCO,Previous Close,397.27
2364,MCO,Open,394.41
2365,MCO,Bid,380.00 x 1200
2366,MCO,Ask,426.99 x 900
2367,MCO,Day's Range,389.17 - 398.89
2368,MCO,52 Week Range,261.38 - 407.94
2369,MCO,Volume,"1,100,034"
2370,MCO,Avg. Volume,"554,783"
2371,MS,Previous Close,98.86
2372,MS,Open,100.04
2373,MS,Bid,98.26 x 900
2374,MS,Ask,98.86 x 1000
2375,MS,Day's Range,96.85 - 100.87
2376,MS,52 Week Range,61.86 - 105.95
2377,MS,Volume,"9,708,990"
2378,MS,Avg. Volume,"8,800,300"
2379,MOS,Previous Close,34.64
2380,MOS,Open,34.74
2381,MOS,Bid,34.27 x 1000
2382,MOS,Ask,34.83 x 900
2383,MOS,Day's Range,34.07 - 35.49
2384,MOS,52 Week Range,21.40 - 43.24
2385,MOS,Volume,"4,362,916"
2386,MOS,Avg. Volume,"5,027,444"
2387,MSI,Previous Close,252.52
2388,MSI,Open,253.11
2389,MSI,Bid,246.32 x 800
2390,MSI,Ask,247.93 x 900
2391,MSI,Day's Range,245.66 - 256.00
2392,MSI,52 Week Range,163.16 - 262.42
2393,MSI,Volume,"749,236"
2394,MSI,Avg. Volume,"685,352"
2395,MSCI,Previous Close,629.58
2396,MSCI,Open,632.64
2397,MSCI,Bid,599.54 x 900
2398,MSCI,Ask,630.97 x 800
2399,MSCI,Day's Range,592.63 - 633.51
2400,MSCI,52 Week Range,380.00 - 679.85
2401,MSCI,Volume,"411,455"
2402,MSCI,Avg. Volume,"300,249"
2403,NDAQ,Previous Close,201.23
2404,NDAQ,Open,203.08
2405,NDAQ,Bid,200.07 x 1200
2406,NDAQ,Ask,201.00 x 800
2407,NDAQ,Day's Range,196.18 - 203.86
2408,NDAQ,52 Week Range,123.90 - 214.96
2409,NDAQ,Volume,"882,510"
2410,NDAQ,Avg. Volume,"765,882"
2411,NTAP,Previous Close,90.18
2412,NTAP,Open,90.24
2413,NTAP,Bid,90.03 x 1400
2414,NTAP,Ask,90.18 x 1200
2415,NTAP,Day's Range,88.96 - 91.41
2416,NTAP,52 Week Range,58.50 - 94.69
2417,NTAP,Volume,"1,875,236"
2418,NTAP,Avg. Volume,"1,545,753"
2419,NFLX,Previous Close,616.47
2420,NFLX,Open,622.75
2421,NFLX,Bid,600.21 x 1800
2422,NFLX,Ask,602.00 x 2900
2423,NFLX,Day's Range,594.00 - 625.50
2424,NFLX,52 Week Range,478.54 - 700.99
2425,NFLX,Volume,"4,829,282"
2426,NFLX,Avg. Volume,"3,856,347"
2427,NWL,Previous Close,21.60
2428,NWL,Open,21.76
2429,NWL,Bid,21.75 x 1400
2430,NWL,Ask,21.77 x 800
2431,NWL,Day's Range,21.51 - 21.81
2432,NWL,52 Week Range,19.80 - 30.10
2433,NWL,Volume,"2,442,249"
2434,NWL,Avg. Volume,"2,618,584"
2435,NEM,Previous Close,53.27
2436,NEM,Open,53.35
2437,NEM,Bid,54.30 x 1100
2438,NEM,Ask,54.75 x 900
2439,NEM,Day's Range,52.88 - 54.97
2440,NEM,52 Week Range,52.60 - 75.31
2441,NEM,Volume,"8,841,613"
2442,NEM,Avg. Volume,"6,089,903"
2443,NWSA,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2444,NWS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2445,NEE,Previous Close,88.62
2446,NEE,Open,89.15
2447,NEE,Bid,87.71 x 800
2448,NEE,Ask,88.39 x 800
2449,NEE,Day's Range,86.02 - 89.15
2450,NEE,52 Week Range,68.33 - 89.68
2451,NEE,Volume,"11,060,517"
2452,NEE,Avg. Volume,"6,787,612"
2453,NLSN,Previous Close,20.82
2454,NLSN,Open,20.79
2455,NLSN,Bid,21.07 x 4000
2456,NLSN,Ask,21.08 x 4000
2457,NLSN,Day's Range,20.79 - 21.22
2458,NLSN,52 Week Range,14.71 - 28.42
2459,NLSN,Volume,"4,293,720"
2460,NLSN,Avg. Volume,"3,898,680"
2461,NKE,Previous Close,169.70
2462,NKE,Open,170.62
2463,NKE,Bid,170.24 x 1100
2464,NKE,Ask,172.94 x 1000
2465,NKE,Day's Range,166.76 - 172.07
2466,NKE,52 Week Range,125.44 - 179.10
2467,NKE,Volume,"4,805,508"
2468,NKE,Avg. Volume,"6,731,685"
2469,NI,Previous Close,25.07
2470,NI,Open,25.23
2471,NI,Bid,25.20 x 1800
2472,NI,Ask,25.44 x 1300
2473,NI,Day's Range,25.12 - 25.46
2474,NI,52 Week Range,21.09 - 26.60
2475,NI,Volume,"4,777,767"
2476,NI,Avg. Volume,"3,426,760"
2477,NSC,Previous Close,278.82
2478,NSC,Open,280.83
2479,NSC,Bid,279.27 x 1000
2480,NSC,Ask,300.00 x 900
2481,NSC,Day's Range,278.14 - 286.60
2482,NSC,52 Week Range,226.09 - 296.06
2483,NSC,Volume,"1,938,604"
2484,NSC,Avg. Volume,"1,230,852"
2485,NTRS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2486,NOC,Previous Close,352.57
2487,NOC,Open,352.60
2488,NOC,Bid,351.58 x 1000
2489,NOC,Ask,363.22 x 800
2490,NOC,Day's Range,352.60 - 358.16
2491,NOC,52 Week Range,282.88 - 408.03
2492,NOC,Volume,"745,430"
2493,NOC,Avg. Volume,"780,412"
2494,NLOK,Previous Close,24.09
2495,NLOK,Open,24.11
2496,NLOK,Bid,24.14 x 3000
2497,NLOK,Ask,24.15 x 800
2498,NLOK,Day's Range,23.80 - 24.25
2499,NLOK,52 Week Range,18.98 - 28.92
2500,NLOK,Volume,"3,069,896"
2501,NLOK,Avg. Volume,"3,841,287"
2502,NCLH,Previous Close,19.16
2503,NCLH,Open,18.80
2504,NCLH,Bid,18.39 x 3100
2505,NCLH,Ask,18.40 x 900
2506,NCLH,Day's Range,17.92 - 19.00
2507,NCLH,52 Week Range,17.78 - 34.49
2508,NCLH,Volume,"31,296,897"
2509,NCLH,Avg. Volume,"16,507,538"
2510,NRG,Previous Close,36.55
2511,NRG,Open,36.96
2512,NRG,Bid,36.30 x 800
2513,NRG,Ask,36.47 x 800
2514,NRG,Day's Range,36.17 - 37.06
2515,NRG,52 Week Range,31.94 - 46.10
2516,NRG,Volume,"1,930,073"
2517,NRG,Avg. Volume,"2,174,212"
2518,NUE,Previous Close,107.56
2519,NUE,Open,108.84
2520,NUE,Bid,110.00 x 1100
2521,NUE,Ask,110.87 x 800
2522,NUE,Day's Range,108.26 - 112.50
2523,NUE,52 Week Range,47.94 - 128.81
2524,NUE,Volume,"4,088,095"
2525,NUE,Avg. Volume,"3,434,585"
2526,NVDA,Previous Close,321.26
2527,NVDA,Open,320.00
2528,NVDA,Bid,305.72 x 1300
2529,NVDA,Ask,306.00 x 1800
2530,NVDA,Day's Range,301.30 - 321.29
2531,NVDA,52 Week Range,115.67 - 346.47
2532,NVDA,Volume,"54,432,505"
2533,NVDA,Avg. Volume,"34,300,820"
2534,NVR,Previous Close,"5,549.18"
2535,NVR,Open,"5,589.00"
2536,NVR,Bid,"5,474.85 x 1300"
2537,NVR,Ask,"5,520.00 x 900"
2538,NVR,Day's Range,"5,465.50 - 5,620.53"
2539,NVR,52 Week Range,"3,885.00 - 5,620.53"
2540,NVR,Volume,"22,205"
2541,NVR,Avg. Volume,"19,266"
2542,NXPI,Previous Close,222.73
2543,NXPI,Open,225.00
2544,NXPI,Bid,224.00 x 800
2545,NXPI,Ask,227.10 x 800
2546,NXPI,Day's Range,221.56 - 228.46
2547,NXPI,52 Week Range,152.93 - 234.68
2548,NXPI,Volume,"2,743,793"
2549,NXPI,Avg. Volume,"2,282,450"
2550,ORLY,Previous Close,657.35
2551,ORLY,Open,661.98
2552,ORLY,Bid,659.44 x 900
2553,ORLY,Ask,659.19 x 1400
2554,ORLY,Day's Range,655.59 - 668.49
2555,ORLY,52 Week Range,424.03 - 669.09
2556,ORLY,Volume,"467,072"
2557,ORLY,Avg. Volume,"408,231"
2558,OXY,Previous Close,29.65
2559,OXY,Open,30.17
2560,OXY,Bid,29.05 x 800
2561,OXY,Ask,29.27 x 1800
2562,OXY,Day's Range,28.72 - 30.44
2563,OXY,52 Week Range,16.88 - 35.75
2564,OXY,Volume,"15,112,960"
2565,OXY,Avg. Volume,"17,255,133"
2566,ODFL,Previous Close,357.05
2567,ODFL,Open,358.20
2568,ODFL,Bid,359.31 x 1300
2569,ODFL,Ask,360.48 x 900
2570,ODFL,Day's Range,352.59 - 363.45
2571,ODFL,52 Week Range,189.45 - 364.83
2572,ODFL,Volume,"630,386"
2573,ODFL,Avg. Volume,"586,626"
2574,OMC,Previous Close,67.47
2575,OMC,Open,66.90
2576,OMC,Bid,67.26 x 900
2577,OMC,Ask,67.28 x 900
2578,OMC,Day's Range,66.10 - 67.74
2579,OMC,52 Week Range,59.05 - 86.38
2580,OMC,Volume,"4,730,941"
2581,OMC,Avg. Volume,"1,614,822"
2582,OKE,Previous Close,60.69
2583,OKE,Open,61.38
2584,OKE,Bid,59.95 x 800
2585,OKE,Ask,60.25 x 800
2586,OKE,Day's Range,59.52 - 61.72
2587,OKE,52 Week Range,37.39 - 66.78
2588,OKE,Volume,"2,342,486"
2589,OKE,Avg. Volume,"2,433,123"
2590,ORCL,Previous Close,89.99
2591,ORCL,Open,90.35
2592,ORCL,Bid,87.85 x 1300
2593,ORCL,Ask,88.69 x 800
2594,ORCL,Day's Range,87.72 - 90.79
2595,ORCL,52 Week Range,58.22 - 98.95
2596,ORCL,Volume,"10,784,273"
2597,ORCL,Avg. Volume,"10,138,447"
2598,OGN,Previous Close,29.67
2599,OGN,Open,29.68
2600,OGN,Bid,28.85 x 800
2601,OGN,Ask,28.86 x 800
2602,OGN,Day's Range,28.50 - 29.79
2603,OGN,52 Week Range,27.25 - 38.75
2604,OGN,Volume,"2,328,993"
2605,OGN,Avg. Volume,"1,935,030"
2606,OTIS,Previous Close,86.23
2607,OTIS,Open,86.44
2608,OTIS,Bid,86.00 x 900
2609,OTIS,Ask,86.32 x 800
2610,OTIS,Day's Range,86.07 - 87.83
2611,OTIS,52 Week Range,61.28 - 92.84
2612,OTIS,Volume,"2,901,631"
2613,OTIS,Avg. Volume,"2,390,857"
2614,PCAR,Previous Close,89.50
2615,PCAR,Open,89.65
2616,PCAR,Bid,89.47 x 1000
2617,PCAR,Ask,89.51 x 800
2618,PCAR,Day's Range,89.20 - 89.99
2619,PCAR,52 Week Range,77.96 - 103.19
2620,PCAR,Volume,"194,051"
2621,PCAR,Avg. Volume,"2,126,109"
2622,PKG,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2623,PH,Previous Close,309.64
2624,PH,Open,313.56
2625,PH,Bid,0.00 x 900
2626,PH,Ask,327.35 x 800
2627,PH,Day's Range,304.86 - 314.56
2628,PH,52 Week Range,247.41 - 334.98
2629,PH,Volume,"705,093"
2630,PH,Avg. Volume,"760,280"
2631,PAYX,Previous Close,123.40
2632,PAYX,Open,123.71
2633,PAYX,Bid,0.00 x 800
2634,PAYX,Ask,0.00 x 800
2635,PAYX,Day's Range,123.41 - 125.11
2636,PAYX,52 Week Range,85.30 - 125.81
2637,PAYX,Volume,"729,908"
2638,PAYX,Avg. Volume,"1,337,971"
2639,PAYC,Previous Close,439.08
2640,PAYC,Open,438.63
2641,PAYC,Bid,400.00 x 1000
2642,PAYC,Ask,472.40 x 900
2643,PAYC,Day's Range,409.33 - 440.15
2644,PAYC,52 Week Range,302.44 - 558.97
2645,PAYC,Volume,"548,822"
2646,PAYC,Avg. Volume,"347,446"
2647,PYPL,Previous Close,187.15
2648,PYPL,Open,187.73
2649,PYPL,Bid,183.15 x 900
2650,PYPL,Ask,183.50 x 1100
2651,PYPL,Day's Range,179.29 - 187.65
2652,PYPL,52 Week Range,179.15 - 310.16
2653,PYPL,Volume,"20,698,535"
2654,PYPL,Avg. Volume,"13,353,627"
2655,PENN,Previous Close,50.26
2656,PENN,Open,50.27
2657,PENN,Bid,48.00 x 1400
2658,PENN,Ask,48.28 x 1300
2659,PENN,Day's Range,47.01 - 50.27
2660,PENN,52 Week Range,47.01 - 142.00
2661,PENN,Volume,"4,655,197"
2662,PENN,Avg. Volume,"5,722,250"
2663,PNR,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2664,PBCT,Previous Close,18.73
2665,PBCT,Open,17.95
2666,PBCT,Bid,17.60 x 1100
2667,PBCT,Ask,18.52 x 1800
2668,PBCT,Day's Range,17.54 - 18.10
2669,PBCT,52 Week Range,12.36 - 19.62
2670,PBCT,Volume,"3,683,789"
2671,PBCT,Avg. Volume,"4,485,787"
2672,PEP,Previous Close,160.62
2673,PEP,Open,161.47
2674,PEP,Bid,164.51 x 1000
2675,PEP,Ask,164.80 x 1000
2676,PEP,Day's Range,161.37 - 164.88
2677,PEP,52 Week Range,128.32 - 166.80
2678,PEP,Volume,"6,463,810"
2679,PEP,Avg. Volume,"4,068,817"
2680,PKI,Previous Close,183.09
2681,PKI,Open,182.72
2682,PKI,Bid,185.56 x 900
2683,PKI,Ask,185.58 x 1100
2684,PKI,Day's Range,180.99 - 186.63
2685,PKI,52 Week Range,119.95 - 192.00
2686,PKI,Volume,"1,177,046"
2687,PKI,Avg. Volume,"688,314"
2688,PFE,Previous Close,53.04
2689,PFE,Open,53.71
2690,PFE,Bid,54.11 x 1200
2691,PFE,Ask,54.18 x 3000
2692,PFE,Day's Range,53.10 - 54.41
2693,PFE,52 Week Range,33.36 - 55.70
2694,PFE,Volume,"37,175,415"
2695,PFE,Avg. Volume,"33,175,322"
2696,PM,Previous Close,87.84
2697,PM,Open,88.63
2698,PM,Bid,88.52 x 800
2699,PM,Ask,90.75 x 900
2700,PM,Day's Range,87.95 - 89.51
2701,PM,52 Week Range,78.34 - 106.51
2702,PM,Volume,"7,368,138"
2703,PM,Avg. Volume,"4,520,317"
2704,PSX,Previous Close,71.38
2705,PSX,Open,72.50
2706,PSX,Bid,69.77 x 900
2707,PSX,Ask,70.04 x 1000
2708,PSX,Day's Range,69.47 - 72.88
2709,PSX,52 Week Range,63.19 - 94.34
2710,PSX,Volume,"3,061,989"
2711,PSX,Avg. Volume,"3,300,209"
2712,PNW,Previous Close,64.06
2713,PNW,Open,64.49
2714,PNW,Bid,65.51 x 800
2715,PNW,Ask,65.54 x 900
2716,PNW,Day's Range,64.28 - 65.70
2717,PNW,52 Week Range,62.78 - 88.54
2718,PNW,Volume,"587,335"
2719,PNW,Avg. Volume,"1,489,267"
2720,PXD,Previous Close,177.01
2721,PXD,Open,180.83
2722,PXD,Bid,177.07 x 1000
2723,PXD,Ask,176.21 x 1300
2724,PXD,Day's Range,175.11 - 181.72
2725,PXD,52 Week Range,107.96 - 196.64
2726,PXD,Volume,"1,756,136"
2727,PXD,Avg. Volume,"2,153,846"
2728,PNC,Previous Close,201.85
2729,PNC,Open,201.86
2730,PNC,Bid,193.91 x 900
2731,PNC,Ask,197.25 x 800
2732,PNC,Day's Range,196.07 - 202.15
2733,PNC,52 Week Range,139.30 - 217.60
2734,PNC,Volume,"1,577,511"
2735,PNC,Avg. Volume,"1,690,147"
2736,POOL,Previous Close,573.73
2737,POOL,Open,575.37
2738,POOL,Bid,573.17 x 800
2739,POOL,Ask,573.66 x 800
2740,POOL,Day's Range,567.24 - 578.93
2741,POOL,52 Week Range,305.47 - 581.75
2742,POOL,Volume,"186,067"
2743,POOL,Avg. Volume,"216,841"
2744,PPG,Previous Close,155.60
2745,PPG,Open,156.90
2746,PPG,Bid,157.81 x 800
2747,PPG,Ask,157.84 x 900
2748,PPG,Day's Range,156.25 - 158.45
2749,PPG,52 Week Range,132.10 - 182.97
2750,PPG,Volume,"566,995"
2751,PPG,Avg. Volume,"1,315,501"
2752,PPL,Previous Close,28.23
2753,PPL,Open,28.40
2754,PPL,Bid,28.65 x 4000
2755,PPL,Ask,28.69 x 1400
2756,PPL,Day's Range,28.35 - 28.82
2757,PPL,52 Week Range,26.15 - 30.72
2758,PPL,Volume,"5,295,307"
2759,PPL,Avg. Volume,"4,466,158"
2760,PFG,Previous Close,71.59
2761,PFG,Open,71.54
2762,PFG,Bid,71.20 x 800
2763,PFG,Ask,71.48 x 1100
2764,PFG,Day's Range,70.71 - 71.76
2765,PFG,52 Week Range,46.81 - 72.93
2766,PFG,Volume,"1,449,959"
2767,PFG,Avg. Volume,"1,099,428"
2768,PG,Previous Close,147.26
2769,PG,Open,148.02
2770,PG,Bid,149.97 x 800
2771,PG,Ask,149.79 x 800
2772,PG,Day's Range,147.66 - 150.00
2773,PG,52 Week Range,121.54 - 150.00
2774,PG,Volume,"10,511,334"
2775,PG,Avg. Volume,"6,906,460"
2776,PGR,Previous Close,94.59
2777,PGR,Open,95.21
2778,PGR,Bid,95.41 x 900
2779,PGR,Ask,95.44 x 800
2780,PGR,Day's Range,93.41 - 95.62
2781,PGR,52 Week Range,84.89 - 107.59
2782,PGR,Volume,"1,425,659"
2783,PGR,Avg. Volume,"2,373,747"
2784,PLD,Previous Close,154.42
2785,PLD,Open,154.75
2786,PLD,Bid,150.00 x 800
2787,PLD,Ask,153.30 x 900
2788,PLD,Day's Range,152.25 - 157.51
2789,PLD,52 Week Range,93.08 - 157.51
2790,PLD,Volume,"2,790,941"
2791,PLD,Avg. Volume,"2,260,346"
2792,PRU,Previous Close,103.42
2793,PRU,Open,103.32
2794,PRU,Bid,101.03 x 800
2795,PRU,Ask,102.75 x 800
2796,PRU,Day's Range,101.70 - 104.31
2797,PRU,52 Week Range,74.58 - 115.52
2798,PRU,Volume,"2,234,928"
2799,PRU,Avg. Volume,"1,753,676"
2800,PTC,Previous Close,109.58
